Idade,Genero,Nivel Ensino,Area Formacao,Setor,Nivel,Faixa Salarial,Anos experiencia,Faixa Salarial – numero,Data ultimo aumento
36,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,10/07/23
28,Masculino,Graduação/Bacharelado,Outras,Finanças ou Bancos,Sênior,de R$ 1.001/mês a R$ 2.000/mês,de 4 a 5 anos,2000,04/10/22
27,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,30/11/21
30,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Varejo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,30/12/21
26,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,21/04/21
29,Masculino,Mestrado,Outras Engenharias,Outro,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,31/05/23
28,Feminino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 5 anos,25000,19/02/23
39,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,19/10/21
26,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,16/04/22
29,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,11/04/23
23,Masculino,Estudante de Graduação,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,26/08/23
21,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Seguros ou Previdência,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,23/09/21
37,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,20000,23/02/22
43,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,01/06/22
34,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,18/10/22
27,Masculino,Mestrado,Estatística/ Matemática / Matemática Computacional,Imobiliário,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,02/07/22
29,Masculino,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,14/01/21
34,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Público,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,18/04/21
35,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,18/12/21
35,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,07/03/21
41,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Área da Saúde,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,04/04/21
32,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,14/12/21
30,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,11/09/22
27,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,26/09/23
26,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,11/08/22
33,Feminino,Mestrado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,10/06/21
32,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Marketing,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,08/07/22
34,Feminino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,11/03/21
23,Masculino,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,02/04/22
25,Feminino,Pós-graduação,Outras Engenharias,Marketing,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,28/03/21
32,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,11/07/23
23,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,30/12/22
27,Masculino,Graduação/Bacharelado,Outras Engenharias,Entretenimento ou Esportes,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,10/03/21
21,Feminino,Não tenho graduação formal,,Consultoria,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,22/06/22
34,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,15/11/22
34,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Público,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,12/06/21
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Agronegócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,19/04/21
23,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,22/12/21
34,Masculino,Graduação/Bacharelado,Outras Engenharias,Setor Público,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,06/08/21
37,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,16/08/22
31,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,04/01/21
26,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,15/02/23
28,Masculino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,24/11/22
31,Feminino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,13/02/23
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Varejo,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,19/01/23
24,Masculino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,11/03/21
28,Masculino,Mestrado,Outras Engenharias,Telecomunicação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,19/06/21
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Varejo,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,08/12/21
26,Masculino,Graduação/Bacharelado,Outras,Entretenimento ou Esportes,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 1 a 2 anos,20000,20/12/23
46,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Setor Automotivo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,08/07/22
23,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,04/08/23
38,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,25/03/21
23,Masculino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,08/12/23
28,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,15/08/21
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,28/11/23
34,Masculino,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Telecomunicação,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,07/03/23
36,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,45000,07/12/23
31,Masculino,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Área da Saúde,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,20/06/21
29,Feminino,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Tecnologia/Fábrica de Software,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,1000,05/02/23
37,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,19/12/22
30,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,18/04/21
30,Feminino,Pós-graduação,Outras Engenharias,Indústria,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,20/09/21
28,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,06/01/23
37,Masculino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,20/10/21
25,Masculino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,03/06/23
26,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,26/02/23
40,Feminino,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,08/08/21
27,Masculino,Graduação/Bacharelado,Outras Engenharias,Área da Saúde,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,03/08/23
23,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Marketing,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,13/10/23
34,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,15/07/23
40,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,16000,02/09/21
33,Masculino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Setor Automotivo,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,02/05/21
40,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,03/03/22
20,Feminino,Estudante de Graduação,Outras,Finanças ou Bancos,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,02/09/23
37,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Alimentício,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,25000,06/07/23
45,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,26/05/23
22,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,30/07/22
30,Masculino,Mestrado,Estatística/ Matemática / Matemática Computacional,Educação,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,23/09/22
53,Feminino,Mestrado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,20000,28/04/23
30,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,28/04/21
53,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,20000,16/12/22
26,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,23/03/23
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,31/03/21
32,Masculino,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,17/08/23
30,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 2 a 3 anos,30000,08/09/22
28,Feminino,Pós-graduação,Outras Engenharias,Serviços,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,25/12/23
27,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,11/01/22
25,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,13/10/22
42,Masculino,Doutorado ou Phd,Outras Engenharias,Tecnologia/Fábrica de Software,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 2 a 3 anos,30000,19/04/22
30,Masculino,Não tenho graduação formal,,Internet/Ecommerce,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 6 a 10 anos,40000,16/07/21
30,Masculino,Mestrado,Ciências Sociais,Internet/Ecommerce,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,20000,08/04/23
29,Masculino,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,22/12/22
20,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,01/03/21
40,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,25/01/21
27,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,05/11/22
36,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Varejo,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,17/10/21
25,Masculino,Mestrado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,10/09/21
29,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,09/06/22
29,Feminino,Mestrado,Outras Engenharias,Educação,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,14/12/23
25,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,05/03/23
25,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,01/07/23
24,Feminino,Graduação/Bacharelado,Outras Engenharias,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,10/05/23
35,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Gestor,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 5 anos,25000,10/07/22
41,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,11/12/22
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,11/05/22
29,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,17/10/23
32,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,01/01/23
53,Masculino,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,17/02/22
27,Masculino,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,02/10/21
28,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,22/12/23
35,Masculino,Pós-graduação,Outras Engenharias,Indústria,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,29/03/22
25,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Seguros ou Previdência,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,26/01/22
25,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,14/07/22
39,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,30/07/21
22,Masculino,Estudante de Graduação,Outras Engenharias,Varejo,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,18/07/21
22,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,23/11/21
36,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 5 anos,25000,11/11/21
32,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,10/08/22
44,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,19/12/23
40,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Seguros ou Previdência,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,20000,12/04/23
31,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,16/06/23
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Imobiliário,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,03/09/23
27,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,16000,26/08/23
30,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,21/10/21
31,Masculino,Mestrado,Química / Física,Varejo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,17/05/22
33,Masculino,Mestrado,Estatística/ Matemática / Matemática Computacional,Indústria,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,03/02/22
29,Masculino,Graduação/Bacharelado,Outras Engenharias,Setor Alimentício,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,6000,29/10/21
30,Masculino,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Internet/Ecommerce,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,20/09/23
27,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,6000,31/07/23
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Área da Saúde,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,01/12/21
24,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,30/09/22
27,Masculino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,22/06/22
29,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,19/11/21
26,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,26/03/23
26,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,07/12/23
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,07/06/23
31,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,12/08/23
38,Masculino,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,Educação,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,13/10/21
28,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,14/07/21
32,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,07/06/21
34,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,14/06/23
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,17/04/23
24,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,28/09/21
22,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,2000,07/09/23
20,Masculino,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,03/03/23
29,Masculino,Mestrado,Outras Engenharias,Internet/Ecommerce,Pleno,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 5 anos,40000,19/03/23
